Name,Address,Rating,Business Status,Place ID,Website
Starbucks,"1301 East Main Street, Santa Maria",4.3,OPERATIONAL,ChIJJ0rJrots7IAReYbnvdXin10,https://www.starbucks.com/store-locator/store/10564/
Santa Barbara Superior Courts,"312 East Cook Street C, Santa Maria",2.5,OPERATIONAL,ChIJc5CxAoFs7IARir220pMWn6o,http://www.sbcourts.org/
Marian Regional Medical Center - Endoscopy Surgery Center,"1400 East Church Street, Santa Maria",1.0,OPERATIONAL,ChIJL9rStoxs7IARgr6v4-UvJ8g,https://www.dignityhealth.org/central-coast/locations/marianregional
"Dr. Jon W. Propst, MD","1400 East Church Street, Santa Maria",5.0,OPERATIONAL,ChIJL9rStoxs7IARanftuHgbtGw,N/A
"Dr. William J. Wright, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAR0XPezK_7QvI,http://www.dignityhealth.org/
"Dr. Mark A. Ziemba, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARkrpRkM4_KJE,http://www.dignityhealth.org/
"Dr. Rajesh R. Vaid, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARZRHlr7uCQDk,http://www.dignityhealth.org/
Diagnostic Imaging Medical Grp,"1400 East Church Street, Santa Maria",1.5,OPERATIONAL,ChIJL9rStoxs7IARsVSylSc9fsI,https://www.dignityhealth.org/central-coast/locations/marianregional/services/imaging-services
Khan Sadaf MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAR41MrgYBlpGo,http://www.marianmedicalcenter.org/
Hurst William MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARhzHik1xnnDw,http://www.marianmedicalcenter.org/
"Dr. David G. Christensen, MD","1400 East Church Street, Santa Maria",5.0,OPERATIONAL,ChIJL9rStoxs7IARvrjklXIRs40,http://www.marianmedicalcenter.org/
Dimodica Paul MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARQycxn5C4ZHg,http://www.marianmedicalcenter.org/
Quality Nighthawk,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARkNIxe6R0TNs,http://www.dignityhealth.org/
Cosca Daniel MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARBZTYbXoRCPM,N/A
Yorke Joseph Step MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARCQkN15v7EzI,N/A
"Dr. Nichole R. Matlick, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARiwDJKx-MLKE,N/A
Bian Jia-Yi Do,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARF-Jn67tHQR4,http://www.dignityhealth.org/
Karanjawala Zarir MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARBmclYszfpvc,N/A
"Dr. Mary Finnegan, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARetkVgXNAPMY,http://www.marianmedicalcenter.org/
Garcia John MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARsmfD-SDtwE0,http://www.marianmedicalcenter.org/
Parsa Michael MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAR44xXkXaOi2I,http://www.marianmedicalcenter.org/
Lim Michael MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARCOxzaIdQCYk,N/A
Baker Aaron MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARiqldZvLZ0ug,http://www.marianmedicalcenter.org/
Sandquist Mark A MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAR8DAYmnRypQQ,N/A
"Dr. James L. Verwest, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARvmqkxzPUGtg,http://www.marianmedicalcenter.org/
"Bonnie A. Lynam, RNFA","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARktfC8g6U2y8,http://www.dignityhealth.org/
"Karena F. Regan, PA","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARqCT0BH-2nKg,http://www.marianmedicalcenter.org/
Mary Medical Center: Webber Paul M MD,"1400 East Church Street, Santa Maria",1.0,OPERATIONAL,ChIJL9rStoxs7IARXNEnI2sN--0,http://www.marianmedicalcenter.org/
Santa Maria,Santa Maria,,,ChIJCcZUDKoP7IARjjRaimVS_Qs,http://www.ci.santa-maria.ca.us/
Dignity Health - Marian Regional Medical Center,"1400 East Church Street, Santa Maria",4.3,OPERATIONAL,ChIJcbkzsYxs7IARI0rEspU1iCg,https://locations.dignityhealth.org/dignity-health-marian-regional-medical-center
American Medical Response,"1400 East Church Street, Santa Maria",2.1,OPERATIONAL,ChIJL9rStoxs7IARlflcve1Du8I,https://www.amr.net/
Mmc Emergency Physician Medical Grp,"1400 East Church Street, Santa Maria",3.0,OPERATIONAL,ChIJL9rStoxs7IAR7-OE7OqL5WY,https://www.dignityhealth.org/central-coast/locations/marianregional
"Dr. Albert L. Schultz Jr, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARNZskl6d9yq8,http://www.marianmedicalcenter.org/
Pioneer Valley High School,"675 Panther Drive, Santa Maria",4.1,OPERATIONAL,ChIJ97Jwkfds7IARkexy1Ty2KeE,http://www.pvhspanthers.org/
Marian Medical Center: Dolan Kerry MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAROaFHUKkD6vw,http://www.dignityhealth.org/
"Dr. Todd D. Bailey Jr, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARpNBNObqdmE0,http://www.dignityhealth.org/
Lien Jonathan MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAReHZ7I6Vm4Zs,http://www.marianmedicalcenter.org/
Alsadek Ahmed MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARbrUmvVbEYeI,http://www.dignityhealth.org/
"Dr. Wilbur Huang, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARMNyy_J-iq8s,http://www.dignityhealth.org/
Marian Medical Center Ketelaar David MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARZBBbjFLCuzA,N/A
"Dr. George M. Warwick Jr, DO","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARLYn4wbMEqME,http://www.dignityhealth.org/
Ofiaeli Ijeoma A MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARrsXt6vgRVCQ,http://www.dignityhealth.org/
"Dr. Gary S. Ponto, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAR3p2_6laJBjc,http://www.ccpathology.com/
"Dr. Michael Frost, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARBZWXfHJw0IU,http://www.ccpathology.com/
"Dr. Kevin L. Ferguson, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARkSGv21F24u0,http://www.ccpathology.com/
"Dr. Bruce D. Ragsdale, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARJ_OCNRNDws4,http://www.ccpathology.com/
"Dr. Kurt L. Lundquist, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAR2mYOPylppN0,http://www.ccpathology.com/
Marian Regional Medical Center -Gastroenterology Medical Group,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARYJKDYbnXr98,https://www.dignityhealth.org/central-coast/locations/marianregional
Marian Medical Center: Presley Lawrence V MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARgQCNgxNWxsE,http://www.dignityhealth.org/
Marian Medical Center Heliport,Santa Maria,5.0,OPERATIONAL,ChIJGyZaNfNs7IARE2jX98YmB4E,N/A
Physician's Hearing Service,"116 S, Palisade Drive # 206-3, Santa Maria",,OPERATIONAL,ChIJTa_YX_Ns7IARpHh4tPjL5PA,N/A
"Dr. William J. Wright, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAR0XPezK_7QvI,http://www.dignityhealth.org/
"Dr. Mark A. Ziemba, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARkrpRkM4_KJE,http://www.dignityhealth.org/
"Dr. Rajesh R. Vaid, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARZRHlr7uCQDk,http://www.dignityhealth.org/
Diagnostic Imaging Medical Grp,"1400 East Church Street, Santa Maria",1.5,OPERATIONAL,ChIJL9rStoxs7IARsVSylSc9fsI,https://www.dignityhealth.org/central-coast/locations/marianregional/services/imaging-services
"Dr. David G. Christensen, MD","1400 East Church Street, Santa Maria",5.0,OPERATIONAL,ChIJL9rStoxs7IARvrjklXIRs40,http://www.marianmedicalcenter.org/
Quality Nighthawk,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARkNIxe6R0TNs,http://www.dignityhealth.org/
"Dr. Nichole R. Matlick, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARiwDJKx-MLKE,N/A
"Dr. Mary Finnegan, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARetkVgXNAPMY,http://www.marianmedicalcenter.org/
"Dr. James L. Verwest, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARvmqkxzPUGtg,http://www.marianmedicalcenter.org/
"Bonnie A. Lynam, RNFA","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARktfC8g6U2y8,http://www.dignityhealth.org/
"Karena F. Regan, PA","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARqCT0BH-2nKg,http://www.marianmedicalcenter.org/
Marian Regional Medical Center - Endoscopy Surgery Center,"1400 East Church Street, Santa Maria",1.0,OPERATIONAL,ChIJL9rStoxs7IARgr6v4-UvJ8g,https://www.dignityhealth.org/central-coast/locations/marianregional
"Dr. Jon W. Propst, MD","1400 East Church Street, Santa Maria",5.0,OPERATIONAL,ChIJL9rStoxs7IARanftuHgbtGw,N/A
Khan Sadaf MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAR41MrgYBlpGo,http://www.marianmedicalcenter.org/
Hurst William MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARhzHik1xnnDw,http://www.marianmedicalcenter.org/
Dimodica Paul MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARQycxn5C4ZHg,http://www.marianmedicalcenter.org/
Cosca Daniel MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARBZTYbXoRCPM,N/A
Yorke Joseph Step MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARCQkN15v7EzI,N/A
Bian Jia-Yi Do,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARF-Jn67tHQR4,http://www.dignityhealth.org/
Karanjawala Zarir MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARBmclYszfpvc,N/A
Garcia John MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARsmfD-SDtwE0,http://www.marianmedicalcenter.org/
Parsa Michael MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAR44xXkXaOi2I,http://www.marianmedicalcenter.org/
Lim Michael MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARCOxzaIdQCYk,N/A
Baker Aaron MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARiqldZvLZ0ug,http://www.marianmedicalcenter.org/
Sandquist Mark A MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAR8DAYmnRypQQ,N/A
Mary Medical Center: Webber Paul M MD,"1400 East Church Street, Santa Maria",1.0,OPERATIONAL,ChIJL9rStoxs7IARXNEnI2sN--0,http://www.marianmedicalcenter.org/
Ca Retina Consultants,"116 Palisade Drive # 102, Santa Maria",,OPERATIONAL,ChIJEfChZPNs7IAR4LT-QWlyUiA,https://www.californiaretina.com/
"Dr. Dawn L. Ellerson, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARtwPNlOx36w8,http://www.ccpathology.com/
"Dr. George R. Hansen, MD","1400 East Church Street, Santa Maria",1.0,OPERATIONAL,ChIJL9rStoxs7IARyRjgj3Q7e4I,http://www.marianmedicalcenter.org/
Tunali Madenci Lerzan MD,"1400 East Church Street, Santa Maria",5.0,OPERATIONAL,ChIJL9rStoxs7IARm4r_IE4Uczg,http://www.dignityhealth.org/
Harmon Stacy MD,"1400 East Church Street, Santa Maria",5.0,OPERATIONAL,ChIJL9rStoxs7IARtL-IcHPLI7M,http://www.marianmedicalcenter.org/
Beckmen James DO,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARhMdm6CaS-UY,http://www.marianmedicalcenter.org/
"Dr. Richard A. Siegel, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IAREhrZV2PSN_o,http://www.dignityhealth.org/
Teaford Robert MD,"1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARmQKP1o6bfS8,http://www.marianmedicalcenter.org/
"Dr. David O. Duke, MD","1400 East Church Street, Santa Maria",,OPERATIONAL,ChIJL9rStoxs7IARiOB8hXH_M14,N/A
"Dr. Vache Chakmakian, MD","1400 East Church Street, Santa Maria",5.0,OPERATIONAL,ChIJL9rStoxs7IARw2EH66hMVwM,http://www.marianmedicalcenter.org/
"Dr. Samuel D. Miller IV, DO","1400 East Church Street, Santa Maria",5.0,OPERATIONAL,ChIJL9rStoxs7IARQRCFQkIYhR4,http://www.dignityhealth.org/
Santa Maria,Santa Maria,,,ChIJCcZUDKoP7IARjjRaimVS_Qs,http://www.ci.santa-maria.ca.us/
Ditec,"La Joya Plaza Shopping Center, 1529 Stowell Ste B, Santa Maria",4.0,OPERATIONAL,ChIJbUcKs2Fr7IARKczVvrCGWrU,N/A
Andy Adam Farm,"1875 West Main Street, Santa Maria",5.0,OPERATIONAL,ChIJ61RE4hNr7IARl7AGgpxj7Cc,N/A
Quality Packaging & Supplies Inc. Santa Maria,"2307 Bonita Lateral Road, Santa Maria",4.5,OPERATIONAL,ChIJwXKqpS9r7IARFriE2HmSAWE,N/A
Oficina De Buenaventura,Santa Maria,2.3,OPERATIONAL,ChIJAQAAADBq7IARNHBW5Tj6agQ,N/A
Santa Maria,Santa Maria,,,ChIJCcZUDKoP7IARjjRaimVS_Qs,http://www.ci.santa-maria.ca.us/
Best Western Plus Big America,"1725 North Broadway, Santa Maria",4.3,OPERATIONAL,ChIJM8_Iqopr7IARMWPuPWQngso,https://www.bestwestern.com/en_US/book/hotel-rooms.05453.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:05453
Fairfield Inn & Suites Santa Maria,"2061 Roemer Court, Santa Maria",4.2,OPERATIONAL,ChIJs8QEHwps7IARxT4apV5RH-w,https://www.marriott.com/en-us/hotels/smxfi-fairfield-inn-and-suites-santa-maria/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0
"Candlewood Suites Santa Maria, an IHG Hotel","2079 Roemer Court, Santa Maria",4.2,OPERATIONAL,ChIJHaphvwls7IARx9jeCnGACyg,https://www.ihg.com/candlewood/hotels/us/en/santa-maria/smxnb/hoteldetail?cm_mmc=GoogleMaps-_-CW-_-US-_-SMXNB
Fountain Motel,"1421 North Broadway, Santa Maria",3.2,OPERATIONAL,ChIJ6ejGC4pr7IARWWHMPp1Zj1c,N/A
Tommie Kunst Junior High,"930 Hidden Pines Way, Santa Maria",3.3,OPERATIONAL,ChIJhUdJK-Nr7IARw3ONKaOoNqs,https://tommiekunstjh.smbsd.org/
Juan Pacifico Ontiveros Elementary School,"930 Rancho Verde, Santa Maria",5.0,OPERATIONAL,ChIJs5KhZvBr7IARn1n1KCwjdTM,http://smbsd.org/
Professional Music Equipment,"1660 North Benwiley Avenue, Santa Maria",2.5,OPERATIONAL,ChIJI_J54_Jr7IARtFNqCCiQN6E,N/A
Alulquoy Diaper Creations,"1637 North Benwiley Avenue, Santa Maria",5.0,OPERATIONAL,ChIJSZsSw_Jr7IARKO3ZwUocdE4,http://alulquoydiapercreations.wordpress.com/
Central Coast Cleaning Services,"1100 North Oakley Avenue, Santa Maria",4.3,OPERATIONAL,ChIJgYU64Y1r7IARy8hKz19r1sg,https://www.centralcoastcleaners.com/
Cota's Painting Interiors & Exteriors,"429 West Harding Avenue, Santa Maria",,OPERATIONAL,ChIJTTCTfItr7IARrgjG2-_9q7s,N/A
Vallarta Supermarkets,"1875 North Broadway, Santa Maria",4.1,OPERATIONAL,ChIJ1xkbdQps7IAR9txH5lNxV5g,https://vallartasupermarkets.com/store-locations/SantaMaria-31
Options Fs,"1016 West Hermosa Drive, Santa Maria",1.0,OPERATIONAL,ChIJYxJvqpFr7IARZcJvKzgsUPM,N/A
Pasitos Migrant and Seasonal Head Start,"920 North Railroad Avenue, Santa Maria",,OPERATIONAL,ChIJqWzGWI5r7IARBLhXLx0Zg10,N/A
Pacific Overhead Door Service,"1915 North Broadway # D, Santa Maria",4.3,OPERATIONAL,ChIJJ3XTmAxs7IARBhtLHw9amlg,https://pacificoverheaddoor.net/
O'Reilly Auto Parts,"1790 North Broadway, Santa Maria",4.3,OPERATIONAL,ChIJIY5opQps7IARFT9sK3v55xU,https://locations.oreillyauto.com/ca/santamaria/autoparts-3586.html
Marian Community Clinic,"1745 North Broadway Suite 101, Santa Maria",3.6,OPERATIONAL,ChIJV341zolr7IARrhZvUmgGImI,https://locations.dignityhealth.org/marian-community-clinic?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CentralCoast&utm_term=MarianCommunityClinics-SantaMaria
Oakley Elementary School,"1120 West Harding Avenue, Santa Maria",4.0,OPERATIONAL,ChIJacbROZNr7IARCvsjxwjB62g,http://smbsd.org/
Casa Grande Senior Mobile Est,"519 West Taylor Street, Santa Maria",4.2,OPERATIONAL,ChIJD38pr_Br7IARKRN_04SObs0,N/A
MoneyGram,"1875 North Broadway, Santa Maria",,OPERATIONAL,ChIJR9IcdQps7IARcL90bPtbnPg,https://locations.moneygram.com/ca/santa-maria/732448459/
Iglesia De Jesucristo en las Americas,"1104 West Fesler Street, Santa Maria",4.7,OPERATIONAL,ChIJATA4r5Br7IARuOKP7uYsqq4,http://www.youtube.com/c/IglesiadeJesucristoSantaMaria
Metro by T-Mobile,"1815 North Broadway, Santa Maria",4.3,OPERATIONAL,ChIJO7CsgQps7IARaKhv_VAI1MQ,https://www.metrobyt-mobile.com/stores/bd/metro-by-t-mobile-santa-maria-ca-10199470/?utm_source=google&utm_medium=lastmile&utm_campaign=10199470
Subway,"1825 North Broadway, Santa Maria",4.0,OPERATIONAL,ChIJxeijdQps7IARjLKwX6Pqb0w,https://restaurants.subway.com/united-states/ca/santa-maria/1825-n-broadway-street?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=59571&utm_campaign=evergreen-2020&y_source=1_MTQ5MDM2NzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Community Health Centers - Vallarta,"1835 North Broadway, Santa Maria",4.8,OPERATIONAL,ChIJTVbThvVr7IAReMCkUcXDa1g,https://www.communityhealthcenters.org/locations/santa-maria-vallarta/
Batteries Plus Phone Repair,"1811 North Broadway, Santa Maria",4.9,OPERATIONAL,ChIJAQal9PVr7IARLldzv_SYOLM,https://www.batteriesplus.com/store-locator/ca/santamaria/phone-repair-935?utm_source=gmb&utm_medium=local&utm_campaign=wfi&storecode=935
Batteries Plus,"1811 North Broadway, Santa Maria",4.6,OPERATIONAL,ChIJAQal9PVr7IARp_IqnVHQoJ8,https://www.batteriesplus.com/store-locator/ca/santamaria/batteries-plus-935?utm_source=gmb&utm_medium=local&utm_campaign=bpb&storecode=935
California Children Services,"601 West Alvin Avenue # 160, Santa Maria",,OPERATIONAL,ChIJqxDKIo9r7IARl7AIdfFH-kY,N/A
Starbucks,"1737 North Broadway, Santa Maria",3.9,OPERATIONAL,ChIJZRkRWfVr7IAR7tbEFCyQcSQ,https://www.starbucks.com/store-locator/store/1016010/
Pope Productions,"423 Mary Drive, Santa Maria",4.0,OPERATIONAL,ChIJcZ15DpBr7IARRPTZiQYEbNk,http://popeproductions.net/
Don Jose's Jewelers,"1621 North Broadway, Santa Maria",4.2,OPERATIONAL,ChIJoa0Igopr7IAR4oSuS2KcVIA,http://www.donjosejewelers.com/
Boost Mobile,"1621 North Broadway, Santa Maria",3.9,OPERATIONAL,ChIJd3P8fXVs7IARUMlB998aQIw,https://www.boostmobile.com/locations/bd/boost-mobile-ca-santa-maria-1621-n-broadway-93454/?utm_source=google&utm_medium=lastmile&utm_campaign=0013000000L0etrAAB
Bruce Elementary School,"601 West Alvin Avenue, Santa Maria",4.0,OPERATIONAL,ChIJGzNbJY9r7IAR3sl_bFGTSlU,https://bruce.smbsd.org/
Priesker Gardens HOA,"230 Cedar Road, Santa Maria",4.5,OPERATIONAL,ChIJmRR7O_hr7IARN0C2ESHBu_A,http://www.preiskergardens.net/
Redbox,"1808 North Broadway, Santa Maria",5.0,CLOSED_TEMPORARILY,ChIJv-eKmQps7IARv15t26D577o,https://www.redbox.com/locations/california/santa-maria/93454/26988
Citibank ATM,"1808 North Broadway, Santa Maria",2.0,OPERATIONAL,ChIJv-eKmQps7IAR7X5r3D-7CJQ,https://online.citi.com/
Sandercock Moving & Storage Co,"300 North Blosser Road, Santa Maria",4.0,OPERATIONAL,ChIJnXOAVJdr7IAROaZtpv3AHE4,N/A
Cardtronics ATM,"1601 North Broadway, Santa Maria",,OPERATIONAL,ChIJYw_5fopr7IARcYcmXaqgLzc,N/A
Verizon,"1876 North Broadway, Santa Maria",4.8,OPERATIONAL,ChIJnwcfDQps7IARDHkaUnoSdcA,https://stores.cellularsales.com/us/ca/santa-maria/1876-n-broadway?y_source=1_NDE0NDMzOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
BRILLA DENTAL GROUP,"1846 North Broadway #B, Santa Maria",4.1,OPERATIONAL,ChIJH8CXfAps7IARD8qPMzmyz_A,https://www.brilladentalgroup.com/
Seedlings Preschool,"2320 Central Park Drive, Santa Maria",5.0,OPERATIONAL,ChIJl58DS_lr7IARngV-rjB8fvM,N/A
Apostolic Assembly Church,"400 Mary Drive, Santa Maria",4.8,OPERATIONAL,ChIJbVqCqZpr7IARQXvXS8kCeLs,https://aaofcj.com/
St John Neumann Church,"966 West Orchard Street, Santa Maria",4.6,OPERATIONAL,ChIJHU2lxZJr7IAR_EGCsW1MoiU,http://sjnsantamaria.org/
ARCO,"1606 North Broadway, Santa Maria",4.0,OPERATIONAL,ChIJUR_qg3Vs7IARNEOoOHPT4rU,https://www.arco.com/en-us/southwest/find-a-station/
Tri M Rental Group,"257 Kathleen Court, Santa Maria",,OPERATIONAL,ChIJ0XlyjZdr7IARwNjfM-31608,N/A
Iqbal Ike M Cpa,"1407 North Broadway, Santa Maria",5.0,OPERATIONAL,ChIJvYLYLGZs7IARMs-aTCH4P80,N/A
Cigarettes cheaper,"1860 North Broadway, Santa Maria",4.2,OPERATIONAL,ChIJkTpNcAps7IAR0Zwq5oknyDM,N/A
Dollar Tree,"1647 North Broadway, Santa Maria",4.1,OPERATIONAL,ChIJmS_Coopr7IAR4khLgUME2G4,https://www.dollartree.com/locations/CA/santa-maria/1827/?utm_source=google&utm_medium=organic&utm_campaign=maps
D & A Hawaiian BBQ,"1836 North Broadway, Santa Maria",4.3,OPERATIONAL,ChIJH6zheAps7IARoCKpgAZCK3s,http://www.dahawaiianbbq.com/
MoneyGram,"1870 North Broadway, Santa Maria",,OPERATIONAL,ChIJF6vqRAps7IARbB1B-WBlku0,https://locations.moneygram.com/ca/santa-maria/602861210/
Foodmaxx,"1870 North Broadway, Santa Maria",4.3,OPERATIONAL,ChIJF6vqRAps7IAROWGwTg4T2c4,https://foodmaxx.com/
Coinstar,"CVS, 1830 North Broadway, Santa Maria",3.0,OPERATIONAL,ChIJLYjr8Qps7IARuvMB4JuuzpY,https://www.coinstar.com/
MoneyGram,"1830 North Broadway, Santa Maria",,OPERATIONAL,ChIJLYjr8Qps7IARCmLemZjaFwk,https://locations.moneygram.com/ca/santa-maria/633162123/
CVS Pharmacy y más,"1830 North Broadway, Santa Maria",2.8,OPERATIONAL,ChIJN1OK8Qps7IARMPTVqvfGytU,https://www.cvs.com/store-locator/santa-maria-ca-pharmacies/1830-north-broadway-santa-maria-ca-93454/storeid=9750?WT.mc_id=LS_GOOGLE_RX_9750
CVS Photo,"1830 North Broadway, Santa Maria",5.0,OPERATIONAL,ChIJN1OK8Qps7IAROZtYkLKQ0K4,https://www.cvs.com/store-locator/santa-maria-ca-pharmacies/1830-north-broadway-santa-maria-ca-93454/storeid=9750?WT.mc_id=LS_GOOGLE_PHOTO_PT9750
Dainels construction,"521 West El Camino Street, Santa Maria",5.0,OPERATIONAL,ChIJCbOi94Vr7IARe4zrnbFiL5c,N/A
Perry's Alterations,"519 West Taylor Street # 295, Santa Maria",5.0,OPERATIONAL,ChIJD38pr_Br7IARnY2kWW0Y09g,N/A
Housing Authority of the County of Santa Barbara,"200 West Williams Street, Santa Maria",3.5,OPERATIONAL,ChIJMWAuw4pr7IARhXQjrRTJ9uM,https://hasbarco.org/
GGL Go Green Landscape,"1721 North Dejoy Street, Santa Maria",,OPERATIONAL,ChIJAQC0-Otr7IAR8TLo-kEx1Pw,N/A
Alvarado Family Child Care,"1131 Winston Drive, Santa Maria",,OPERATIONAL,ChIJ8zdRWQBr7IARFSB7sIsnv3Y,N/A
Tonys Painting,"1844 Woodlawn Drive, Santa Maria",2.3,OPERATIONAL,ChIJNXl_GO9r7IARPsXxH2ijqvo,N/A
Santa Maria,Santa Maria,,,ChIJCcZUDKoP7IARjjRaimVS_Qs,http://www.ci.santa-maria.ca.us/
"Holiday Inn & Suites Santa Maria, an IHG Hotel","2100 North Broadway, Santa Maria",3.9,OPERATIONAL,ChIJuYoIVAhs7IAR1DUnWEA0vW0,https://www.ihg.com/holidayinn/hotels/us/en/santa-maria/smxca/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-US-_-SMXCA
Fairfield Inn & Suites Santa Maria,"2061 Roemer Court, Santa Maria",4.2,OPERATIONAL,ChIJs8QEHwps7IARxT4apV5RH-w,https://www.marriott.com/en-us/hotels/smxfi-fairfield-inn-and-suites-santa-maria/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0
"Candlewood Suites Santa Maria, an IHG Hotel","2079 Roemer Court, Santa Maria",4.2,OPERATIONAL,ChIJHaphvwls7IARx9jeCnGACyg,https://www.ihg.com/candlewood/hotels/us/en/santa-maria/smxnb/hoteldetail?cm_mmc=GoogleMaps-_-CW-_-US-_-SMXNB
Best Western Plus Big America,"1725 North Broadway, Santa Maria",4.3,OPERATIONAL,ChIJM8_Iqopr7IARMWPuPWQngso,https://www.bestwestern.com/en_US/book/hotel-rooms.05453.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:05453
